Settlement,StatisticGroup,StatisticGroupKod,Year,Count,NumResidents,CrimeRate,DistrictName
נוף הגליל,עבירות תנועה,10000,2024,10,44184,0.02%,צפון
נוף הגליל,כל העבירות,-2,2024,2288,44184,5.18%,צפון
נחף,עבירות בטחון,100,2024,15,13717,0.11%,צפון
נחף,עבירות סדר ציבורי,200,2024,154,13717,1.12%,צפון
נחף,עבירות נגד גוף,400,2024,64,13717,0.47%,צפון
נחף,עבירות כלפי המוסר,600,2024,9,13717,0.07%,צפון
נחף,עבירות כלפי הרכוש,700,2024,88,13717,0.64%,צפון
נחף,עבירות מרמה,800,2024,23,13717,0.17%,צפון
נחף,עבירות כלכליות,900,2024,3,13717,0.02%,צפון
נחף,עבירות תנועה,10000,2024,2,13717,0.01%,צפון
נחף,כל העבירות,-2,2024,358,13717,2.61%,צפון
נס ציונה,עבירות בטחון,100,2024,9,50341,0.02%,מרכז
נס ציונה,עבירות סדר ציבורי,200,2024,369,50341,0.73%,מרכז
נס ציונה,עבירות נגד גוף,400,2024,182,50341,0.36%,מרכז
נס ציונה,עבירות מין,500,2024,36,50341,0.07%,מרכז
נס ציונה,עבירות כלפי המוסר,600,2024,36,50341,0.07%,מרכז
נס ציונה,עבירות כלפי הרכוש,700,2024,557,50341,1.11%,מרכז
נס ציונה,עבירות מרמה,800,2024,53,50341,0.11%,מרכז
נס ציונה,עבירות כלכליות,900,2024,23,50341,0.05%,מרכז
נס ציונה,עבירות רשוי,1100,2024,1,50341,0.00%,מרכז
נס ציונה,סעיפי הגדרה,1300,2024,1,50341,0.00%,מרכז
נס ציונה,עבירות תנועה,10000,2024,29,50341,0.06%,מרכז
נס ציונה,כל העבירות,-2,2024,1296,50341,2.57%,מרכז
נצרת,עבירות בטחון,100,2024,249,78007,0.32%,צפון
נצרת,עבירות סדר ציבורי,200,2024,1445,78007,1.85%,צפון
נצרת,עבירות נגד אדם,300,2024,14,78007,0.02%,צפון
נצרת,עבירות נגד גוף,400,2024,569,78007,0.73%,צפון
נצרת,עבירות מין,500,2024,35,78007,0.04%,צפון
נצרת,עבירות כלפי המוסר,600,2024,154,78007,0.20%,צפון
נצרת,עבירות כלפי הרכוש,700,2024,754,78007,0.97%,צפון
נצרת,עבירות מרמה,800,2024,139,78007,0.18%,צפון
נצרת,עבירות כלכליות,900,2024,56,78007,0.07%,צפון
נצרת,עבירות מנהליות,1000,2024,1,78007,0.00%,צפון
נצרת,עבירות רשוי,1100,2024,8,78007,0.01%,צפון
נצרת,סעיפי הגדרה,1300,2024,5,78007,0.01%,צפון
נצרת,עבירות תנועה,10000,2024,19,78007,0.02%,צפון
נצרת,כל העבירות,-2,2024,3448,78007,4.42%,צפון
נשר,עבירות בטחון,100,2024,7,23761,0.03%,חיפה
נשר,עבירות סדר ציבורי,200,2024,267,23761,1.12%,חיפה
נשר,עבירות נגד אדם,300,2024,1,23761,0.00%,חיפה
נשר,עבירות נגד גוף,400,2024,123,23761,0.52%,חיפה
נשר,עבירות מין,500,2024,13,23761,0.05%,חיפה
נשר,עבירות כלפי המוסר,600,2024,63,23761,0.27%,חיפה
נשר,עבירות כלפי הרכוש,700,2024,264,23761,1.11%,חיפה
נשר,עבירות מרמה,800,2024,45,23761,0.19%,חיפה
נשר,עבירות כלכליות,900,2024,19,23761,0.08%,חיפה
נשר,עבירות מנהליות,1000,2024,1,23761,0.00%,חיפה
נשר,עבירות רשוי,1100,2024,2,23761,0.01%,חיפה
נשר,עבירות תנועה,10000,2024,1,23761,0.00%,חיפה
נשר,כל העבירות,-2,2024,806,23761,3.39%,חיפה
נתיבות,עבירות בטחון,100,2024,11,46374,0.02%,דרום
נתיבות,עבירות סדר ציבורי,200,2024,627,46374,1.35%,דרום
נתיבות,עבירות נגד אדם,300,2024,1,46374,0.00%,דרום
נתיבות,עבירות נגד גוף,400,2024,331,46374,0.71%,דרום
נתיבות,עבירות מין,500,2024,55,46374,0.12%,דרום
נתיבות,עבירות כלפי המוסר,600,2024,109,46374,0.24%,דרום
נתיבות,עבירות כלפי הרכוש,700,2024,520,46374,1.12%,דרום
נתיבות,עבירות מרמה,800,2024,87,46374,0.19%,דרום
נתיבות,עבירות כלכליות,900,2024,19,46374,0.04%,דרום
נתיבות,עבירות מנהליות,1000,2024,1,46374,0.00%,דרום
נתיבות,עבירות רשוי,1100,2024,11,46374,0.02%,דרום
נתיבות,סעיפי הגדרה,1300,2024,1,46374,0.00%,דרום
נתיבות,עבירות תנועה,10000,2024,15,46374,0.03%,דרום
נתיבות,כל העבירות,-2,2024,1788,46374,3.86%,דרום
נתניה,עבירות בטחון,100,2024,39,233104,0.02%,תל אביב
נתניה,עבירות סדר ציבורי,200,2024,2426,233104,1.04%,תל אביב
נתניה,עבירות נגד אדם,300,2024,7,233104,0.00%,תל אביב
נתניה,עבירות נגד גוף,400,2024,1620,233104,0.69%,תל אביב
נתניה,עבירות מין,500,2024,124,233104,0.05%,תל אביב
נתניה,עבירות כלפי המוסר,600,2024,315,233104,0.14%,תל אביב
נתניה,עבירות כלפי הרכוש,700,2024,3936,233104,1.69%,תל אביב
נתניה,עבירות מרמה,800,2024,395,233104,0.17%,תל אביב
נתניה,עבירות כלכליות,900,2024,168,233104,0.07%,תל אביב
נתניה,עבירות מנהליות,1000,2024,3,233104,0.00%,תל אביב
נתניה,עבירות רשוי,1100,2024,24,233104,0.01%,תל אביב
נתניה,שאר עבירות,1200,2024,2,233104,0.00%,תל אביב
נתניה,סעיפי הגדרה,1300,2024,3,233104,0.00%,תל אביב
נתניה,עבירות תנועה,10000,2024,39,233104,0.02%,תל אביב
נתניה,כל העבירות,-2,2024,9101,233104,3.90%,תל אביב
סאג'ור,עבירות בטחון,100,2024,7,4481,0.16%,צפון
סאג'ור,עבירות סדר ציבורי,200,2024,47,4481,1.05%,צפון
סאג'ור,עבירות נגד גוף,400,2024,32,4481,0.71%,צפון
סאג'ור,עבירות כלפי המוסר,600,2024,7,4481,0.16%,צפון
סאג'ור,עבירות כלפי הרכוש,700,2024,38,4481,0.85%,צפון
סאג'ור,עבירות מרמה,800,2024,12,4481,0.27%,צפון
סאג'ור,כל העבירות,-2,2024,143,4481,3.19%,צפון
סח'נין,עבירות בטחון,100,2024,69,33188,0.21%,צפון
סח'נין,עבירות סדר ציבורי,200,2024,567,33188,1.71%,צפון
סח'נין,עבירות נגד אדם,300,2024,8,33188,0.02%,צפון
סח'נין,עבירות נגד גוף,400,2024,212,33188,0.64%,צפון
סח'נין,עבירות מין,500,2024,7,33188,0.02%,צפון
סח'נין,עבירות כלפי המוסר,600,2024,24,33188,0.07%,צפון
סח'נין,עבירות כלפי הרכוש,700,2024,416,33188,1.25%,צפון
סח'נין,עבירות מרמה,800,2024,51,33188,0.15%,צפון
סח'נין,עבירות כלכליות,900,2024,17,33188,0.05%,צפון
סח'נין,עבירות מנהליות,1000,2024,1,33188,0.00%,צפון
סח'נין,עבירות רשוי,1100,2024,2,33188,0.01%,צפון
סח'נין,עבירות תנועה,10000,2024,5,33188,0.02%,צפון
סח'נין,כל העבירות,-2,2024,1379,33188,4.16%,צפון
ע'ג'ר,עבירות בטחון,100,2024,2,2806,0.07%,צפון
ע'ג'ר,עבירות סדר ציבורי,200,2024,16,2806,0.57%,צפון
ע'ג'ר,עבירות נגד גוף,400,2024,7,2806,0.25%,צפון
ע'ג'ר,עבירות כלפי המוסר,600,2024,1,2806,0.04%,צפון
ע'ג'ר,עבירות כלפי הרכוש,700,2024,3,2806,0.11%,צפון
ע'ג'ר,עבירות מרמה,800,2024,1,2806,0.04%,צפון
ע'ג'ר,כל העבירות,-2,2024,30,2806,1.07%,צפון
עומר,עבירות בטחון,100,2024,6,7710,0.08%,דרום
עומר,עבירות סדר ציבורי,200,2024,101,7710,1.31%,דרום
עומר,עבירות נגד גוף,400,2024,34,7710,0.44%,דרום
עומר,עבירות מין,500,2024,5,7710,0.06%,דרום
עומר,עבירות כלפי המוסר,600,2024,5,7710,0.06%,דרום
עומר,עבירות כלפי הרכוש,700,2024,91,7710,1.18%,דרום
עומר,עבירות מרמה,800,2024,15,7710,0.19%,דרום
עומר,עבירות כלכליות,900,2024,2,7710,0.03%,דרום
עומר,עבירות רשוי,1100,2024,3,7710,0.04%,דרום
עומר,עבירות תנועה,10000,2024,1,7710,0.01%,דרום
עומר,כל העבירות,-2,2024,263,7710,3.41%,דרום
עיילבון,עבירות בטחון,100,2024,2,5799,0.03%,צפון
עיילבון,עבירות סדר ציבורי,200,2024,82,5799,1.41%,צפון
עיילבון,עבירות נגד אדם,300,2024,1,5799,0.02%,צפון
עיילבון,עבירות נגד גוף,400,2024,22,5799,0.38%,צפון
עיילבון,עבירות מין,500,2024,4,5799,0.07%,צפון
עיילבון,עבירות כלפי המוסר,600,2024,6,5799,0.10%,צפון
עיילבון,עבירות כלפי הרכוש,700,2024,37,5799,0.64%,צפון
עיילבון,עבירות מרמה,800,2024,3,5799,0.05%,צפון
עיילבון,עבירות כלכליות,900,2024,2,5799,0.03%,צפון
עיילבון,עבירות תנועה,10000,2024,1,5799,0.02%,צפון
עיילבון,כל העבירות,-2,2024,160,5799,2.76%,צפון
עילוט,עבירות בטחון,100,2024,38,8863,0.43%,צפון
עילוט,עבירות סדר ציבורי,200,2024,150,8863,1.69%,צפון
עילוט,עבירות נגד אדם,300,2024,1,8863,0.01%,צפון
עילוט,עבירות נגד גוף,400,2024,53,8863,0.60%,צפון
עילוט,עבירות מין,500,2024,1,8863,0.01%,צפון
עילוט,עבירות כלפי המוסר,600,2024,3,8863,0.03%,צפון
עילוט,עבירות כלפי הרכוש,700,2024,62,8863,0.70%,צפון
עילוט,עבירות מרמה,800,2024,8,8863,0.09%,צפון
עילוט,עבירות כלכליות,900,2024,1,8863,0.01%,צפון
עילוט,עבירות רשוי,1100,2024,1,8863,0.01%,צפון
עילוט,עבירות תנועה,10000,2024,1,8863,0.01%,צפון
עילוט,כל העבירות,-2,2024,319,8863,3.60%,צפון
עין מאהל,עבירות בטחון,100,2024,2,13931,0.01%,צפון
עין מאהל,עבירות סדר ציבורי,200,2024,112,13931,0.80%,צפון
עין מאהל,עבירות נגד אדם,300,2024,2,13931,0.01%,צפון
עין מאהל,עבירות נגד גוף,400,2024,44,13931,0.32%,צפון
עין מאהל,עבירות מין,500,2024,7,13931,0.05%,צפון
עין מאהל,עבירות כלפי המוסר,600,2024,3,13931,0.02%,צפון
עין מאהל,עבירות כלפי הרכוש,700,2024,43,13931,0.31%,צפון
עין מאהל,עבירות מרמה,800,2024,10,13931,0.07%,צפון
עין מאהל,עבירות כלכליות,900,2024,14,13931,0.10%,צפון
עין מאהל,עבירות רשוי,1100,2024,1,13931,0.01%,צפון
עין מאהל,עבירות תנועה,10000,2024,6,13931,0.04%,צפון
עין מאהל,כל העבירות,-2,2024,244,13931,1.75%,צפון
עכו,עבירות בטחון,100,2024,45,51420,0.09%,צפון
עכו,עבירות סדר ציבורי,200,2024,1234,51420,2.40%,צפון
עכו,עבירות נגד אדם,300,2024,10,51420,0.02%,צפון
עכו,עבירות נגד גוף,400,2024,658,51420,1.28%,צפון
עכו,עבירות מין,500,2024,35,51420,0.07%,צפון
עכו,עבירות כלפי המוסר,600,2024,266,51420,0.52%,צפון
עכו,עבירות כלפי הרכוש,700,2024,1077,51420,2.09%,צפון
עכו,עבירות מרמה,800,2024,118,51420,0.23%,צפון
עכו,עבירות כלכליות,900,2024,32,51420,0.06%,צפון
עכו,עבירות מנהליות,1000,2024,1,51420,0.00%,צפון
עכו,עבירות רשוי,1100,2024,15,51420,0.03%,צפון
עכו,שאר עבירות,1200,2024,1,51420,0.00%,צפון
עכו,סעיפי הגדרה,1300,2024,2,51420,0.00%,צפון
עכו,עבירות תנועה,10000,2024,22,51420,0.04%,צפון
עכו,כל העבירות,-2,2024,3516,51420,6.84%,צפון
עמנואל,עבירות בטחון,100,2024,2,4656,0.04%,מרכז
עמנואל,עבירות סדר ציבורי,200,2024,30,4656,0.64%,מרכז
עמנואל,עבירות נגד גוף,400,2024,18,4656,0.39%,מרכז
עמנואל,עבירות מין,500,2024,11,4656,0.24%,מרכז
עמנואל,עבירות כלפי המוסר,600,2024,2,4656,0.04%,מרכז
עמנואל,עבירות כלפי הרכוש,700,2024,31,4656,0.67%,מרכז
עמנואל,עבירות מרמה,800,2024,5,4656,0.11%,מרכז
עמנואל,כל העבירות,-2,2024,99,4656,2.13%,מרכז
עספיא,עבירות בטחון,100,2024,24,12896,0.19%,חיפה
עספיא,עבירות סדר ציבורי,200,2024,191,12896,1.48%,חיפה
עספיא,עבירות נגד גוף,400,2024,78,12896,0.60%,חיפה
עספיא,עבירות מין,500,2024,1,12896,0.01%,חיפה
עספיא,עבירות כלפי המוסר,600,2024,17,12896,0.13%,חיפה
עספיא,עבירות כלפי הרכוש,700,2024,77,12896,0.60%,חיפה
עספיא,עבירות מרמה,800,2024,17,12896,0.13%,חיפה
עספיא,עבירות כלכליות,900,2024,7,12896,0.05%,חיפה
עספיא,עבירות רשוי,1100,2024,2,12896,0.02%,חיפה
עספיא,עבירות תנועה,10000,2024,3,12896,0.02%,חיפה
עספיא,כל העבירות,-2,2024,417,12896,3.23%,חיפה
עפולה,עבירות בטחון,100,2024,30,61519,0.05%,צפון
עפולה,עבירות סדר ציבורי,200,2024,1035,61519,1.68%,צפון
עפולה,עבירות נגד אדם,300,2024,14,61519,0.02%,צפון
עפולה,עבירות נגד גוף,400,2024,465,61519,0.76%,צפון
עפולה,עבירות מין,500,2024,46,61519,0.07%,צפון
עפולה,עבירות כלפי המוסר,600,2024,133,61519,0.22%,צפון
עפולה,עבירות כלפי הרכוש,700,2024,789,61519,1.28%,צפון
עפולה,עבירות מרמה,800,2024,95,61519,0.15%,צפון
עפולה,עבירות כלכליות,900,2024,60,61519,0.10%,צפון
עפולה,עבירות רשוי,1100,2024,8,61519,0.01%,צפון
עפולה,שאר עבירות,1200,2024,2,61519,0.00%,צפון
עפולה,עבירות תנועה,10000,2024,9,61519,0.01%,צפון
עפולה,כל העבירות,-2,2024,2686,61519,4.37%,צפון
עראבה,עבירות בטחון,100,2024,50,27115,0.18%,צפון
עראבה,עבירות סדר ציבורי,200,2024,462,27115,1.70%,צפון
עראבה,עבירות נגד אדם,300,2024,8,27115,0.03%,צפון
עראבה,עבירות נגד גוף,400,2024,154,27115,0.57%,צפון
עראבה,עבירות מין,500,2024,8,27115,0.03%,צפון
עראבה,עבירות כלפי המוסר,600,2024,4,27115,0.01%,צפון
עראבה,עבירות כלפי הרכוש,700,2024,216,27115,0.80%,צפון
עראבה,עבירות מרמה,800,2024,32,27115,0.12%,צפון
עראבה,עבירות כלכליות,900,2024,13,27115,0.05%,צפון
עראבה,עבירות רשוי,1100,2024,4,27115,0.01%,צפון
עראבה,עבירות תנועה,10000,2024,10,27115,0.04%,צפון
עראבה,כל העבירות,-2,2024,961,27115,3.54%,צפון
ערד,עבירות בטחון,100,2024,11,28170,0.04%,דרום
ערד,עבירות סדר ציבורי,200,2024,677,28170,2.40%,דרום
ערד,עבירות נגד אדם,300,2024,6,28170,0.02%,דרום
ערד,עבירות נגד גוף,400,2024,291,28170,1.03%,דרום
ערד,עבירות מין,500,2024,38,28170,0.13%,דרום
ערד,עבירות כלפי המוסר,600,2024,103,28170,0.37%,דרום
ערד,עבירות כלפי הרכוש,700,2024,366,28170,1.30%,דרום
ערד,עבירות מרמה,800,2024,91,28170,0.32%,דרום
ערד,עבירות כלכליות,900,2024,36,28170,0.13%,דרום
ערד,עבירות רשוי,1100,2024,3,28170,0.01%,דרום
ערד,שאר עבירות,1200,2024,1,28170,0.00%,דרום
ערד,סעיפי הגדרה,1300,2024,2,28170,0.01%,דרום
ערד,עבירות תנועה,10000,2024,8,28170,0.03%,דרום
ערד,כל העבירות,-2,2024,1633,28170,5.80%,דרום
ערערה,עבירות בטחון,100,2024,50,26147,0.19%,חיפה
ערערה,עבירות סדר ציבורי,200,2024,302,26147,1.16%,חיפה
ערערה,עבירות נגד אדם,300,2024,4,26147,0.02%,חיפה
ערערה,עבירות נגד גוף,400,2024,120,26147,0.46%,חיפה
ערערה,עבירות מין,500,2024,1,26147,0.00%,חיפה
ערערה,עבירות כלפי המוסר,600,2024,19,26147,0.07%,חיפה
ערערה,עבירות כלפי הרכוש,700,2024,199,26147,0.76%,חיפה
ערערה,עבירות מרמה,800,2024,19,26147,0.07%,חיפה
ערערה,עבירות כלכליות,900,2024,9,26147,0.03%,חיפה
ערערה,עבירות רשוי,1100,2024,1,26147,0.00%,חיפה
ערערה,עבירות תנועה,10000,2024,9,26147,0.03%,חיפה
ערערה,כל העבירות,-2,2024,733,26147,2.80%,חיפה
ערערה-בנגב,עבירות בטחון,100,2024,196,20381,0.96%,דרום
ערערה-בנגב,עבירות סדר ציבורי,200,2024,674,20381,3.31%,דרום
ערערה-בנגב,עבירות נגד אדם,300,2024,11,20381,0.05%,דרום
ערערה-בנגב,עבירות נגד גוף,400,2024,254,20381,1.25%,דרום
ערערה-בנגב,עבירות מין,500,2024,8,20381,0.04%,דרום
ערערה-בנגב,עבירות כלפי המוסר,600,2024,14,20381,0.07%,דרום
ערערה-בנגב,עבירות כלפי הרכוש,700,2024,213,20381,1.05%,דרום
ערערה-בנגב,עבירות מרמה,800,2024,38,20381,0.19%,דרום
ערערה-בנגב,עבירות כלכליות,900,2024,11,20381,0.05%,דרום
ערערה-בנגב,עבירות רשוי,1100,2024,6,20381,0.03%,דרום
ערערה-בנגב,סעיפי הגדרה,1300,2024,2,20381,0.01%,דרום
ערערה-בנגב,עבירות תנועה,10000,2024,7,20381,0.03%,דרום
ערערה-בנגב,כל העבירות,-2,2024,1434,20381,7.04%,דרום
פוריידיס,עבירות בטחון,100,2024,45,13722,0.33%,חיפה
פוריידיס,עבירות סדר ציבורי,200,2024,278,13722,2.03%,חיפה
פוריידיס,עבירות נגד גוף,400,2024,87,13722,0.63%,חיפה
פוריידיס,עבירות מין,500,2024,5,13722,0.04%,חיפה
פוריידיס,עבירות כלפי המוסר,600,2024,28,13722,0.20%,חיפה
פוריידיס,עבירות כלפי הרכוש,700,2024,163,13722,1.19%,חיפה
פוריידיס,עבירות מרמה,800,2024,18,13722,0.13%,חיפה
פוריידיס,עבירות כלכליות,900,2024,2,13722,0.01%,חיפה
פוריידיס,עבירות רשוי,1100,2024,1,13722,0.01%,חיפה
פוריידיס,סעיפי הגדרה,1300,2024,4,13722,0.03%,חיפה
פוריידיס,עבירות תנועה,10000,2024,3,13722,0.02%,חיפה
פוריידיס,כל העבירות,-2,2024,634,13722,4.62%,חיפה
פקיעין,עבירות בטחון,100,2024,5,6104,0.08%,צפון
פקיעין,עבירות סדר ציבורי,200,2024,20,6104,0.33%,צפון
פקיעין,עבירות נגד גוף,400,2024,8,6104,0.13%,צפון
פקיעין,עבירות מין,500,2024,1,6104,0.02%,צפון
פקיעין,עבירות כלפי המוסר,600,2024,1,6104,0.02%,צפון
פקיעין,עבירות כלפי הרכוש,700,2024,12,6104,0.20%,צפון
פקיעין,עבירות מרמה,800,2024,6,6104,0.10%,צפון
פקיעין,עבירות כלכליות,900,2024,2,6104,0.03%,צפון
פקיעין,כל העבירות,-2,2024,55,6104,0.90%,צפון
פרדס חנה-כרכור,עבירות בטחון,100,2024,15,44840,0.03%,חיפה
פרדס חנה-כרכור,עבירות סדר ציבורי,200,2024,440,44840,0.98%,חיפה
פרדס חנה-כרכור,עבירות נגד אדם,300,2024,4,44840,0.01%,חיפה
פרדס חנה-כרכור,עבירות נגד גוף,400,2024,203,44840,0.45%,חיפה
פרדס חנה-כרכור,עבירות מין,500,2024,21,44840,0.05%,חיפה
פרדס חנה-כרכור,עבירות כלפי המוסר,600,2024,63,44840,0.14%,חיפה
פרדס חנה-כרכור,עבירות כלפי הרכוש,700,2024,405,44840,0.90%,חיפה
פרדס חנה-כרכור,עבירות מרמה,800,2024,47,44840,0.10%,חיפה
פרדס חנה-כרכור,עבירות כלכליות,900,2024,20,44840,0.04%,חיפה
פרדס חנה-כרכור,עבירות רשוי,1100,2024,4,44840,0.01%,חיפה
פרדס חנה-כרכור,עבירות תנועה,10000,2024,8,44840,0.02%,חיפה
פרדס חנה-כרכור,כל העבירות,-2,2024,1230,44840,2.74%,חיפה
פתח תקווה,עבירות בטחון,100,2024,110,255387,0.04%,תל אביב
פתח תקווה,עבירות סדר ציבורי,200,2024,2443,255387,0.96%,תל אביב
פתח תקווה,עבירות נגד אדם,300,2024,34,255387,0.01%,תל אביב
פתח תקווה,עבירות נגד גוף,400,2024,1490,255387,0.58%,תל אביב
פתח תקווה,עבירות מין,500,2024,158,255387,0.06%,תל אביב
פתח תקווה,עבירות כלפי המוסר,600,2024,203,255387,0.08%,תל אביב
פתח תקווה,עבירות כלפי הרכוש,700,2024,4196,255387,1.64%,תל אביב
פתח תקווה,עבירות מרמה,800,2024,409,255387,0.16%,תל אביב
פתח תקווה,עבירות כלכליות,900,2024,227,255387,0.09%,תל אביב
פתח תקווה,עבירות מנהליות,1000,2024,4,255387,0.00%,תל אביב
פתח תקווה,עבירות רשוי,1100,2024,11,255387,0.00%,תל אביב
פתח תקווה,סעיפי הגדרה,1300,2024,8,255387,0.00%,תל אביב
פתח תקווה,עבירות תנועה,10000,2024,76,255387,0.03%,תל אביב
פתח תקווה,כל העבירות,-2,2024,9369,255387,3.67%,תל אביב
צפת,עבירות בטחון,100,2024,16,38029,0.04%,צפון
צפת,עבירות סדר ציבורי,200,2024,402,38029,1.06%,צפון
צפת,עבירות נגד אדם,300,2024,1,38029,0.00%,צפון
צפת,עבירות נגד גוף,400,2024,233,38029,0.61%,צפון
צפת,עבירות מין,500,2024,35,38029,0.09%,צפון
צפת,עבירות כלפי המוסר,600,2024,45,38029,0.12%,צפון
צפת,עבירות כלפי הרכוש,700,2024,378,38029,0.99%,צפון
צפת,עבירות מרמה,800,2024,55,38029,0.14%,צפון
צפת,עבירות כלכליות,900,2024,9,38029,0.02%,צפון
צפת,עבירות מנהליות,1000,2024,1,38029,0.00%,צפון
צפת,עבירות רשוי,1100,2024,2,38029,0.01%,צפון
צפת,שאר עבירות,1200,2024,1,38029,0.00%,צפון
צפת,עבירות תנועה,10000,2024,4,38029,0.01%,צפון
צפת,כל העבירות,-2,2024,1182,38029,3.11%,צפון
קדומים,עבירות בטחון,100,2024,2,4548,0.04%,מרכז
קדומים,עבירות סדר ציבורי,200,2024,13,4548,0.29%,מרכז
קדומים,עבירות נגד גוף,400,2024,15,4548,0.33%,מרכז
קדומים,עבירות מין,500,2024,1,4548,0.02%,מרכז
קדומים,עבירות כלפי הרכוש,700,2024,19,4548,0.42%,מרכז
קדומים,עבירות מרמה,800,2024,5,4548,0.11%,מרכז
קדומים,כל העבירות,-2,2024,55,4548,1.21%,מרכז
קלנסווה,עבירות בטחון,100,2024,51,24205,0.21%,מרכז
קלנסווה,עבירות סדר ציבורי,200,2024,402,24205,1.66%,מרכז
קלנסווה,עבירות נגד אדם,300,2024,4,24205,0.02%,מרכז
קלנסווה,עבירות נגד גוף,400,2024,185,24205,0.76%,מרכז
קלנסווה,עבירות מין,500,2024,1,24205,0.00%,מרכז
קלנסווה,עבירות כלפי המוסר,600,2024,22,24205,0.09%,מרכז
קלנסווה,עבירות כלפי הרכוש,700,2024,225,24205,0.93%,מרכז
קלנסווה,עבירות מרמה,800,2024,59,24205,0.24%,מרכז
קלנסווה,עבירות כלכליות,900,2024,5,24205,0.02%,מרכז
קלנסווה,עבירות רשוי,1100,2024,5,24205,0.02%,מרכז
קלנסווה,סעיפי הגדרה,1300,2024,3,24205,0.01%,מרכז
קלנסווה,עבירות תנועה,10000,2024,8,24205,0.03%,מרכז
קלנסווה,כל העבירות,-2,2024,970,24205,4.01%,מרכז
קצרין,עבירות בטחון,100,2024,8,7876,0.10%,צפון
קצרין,עבירות סדר ציבורי,200,2024,164,7876,2.08%,צפון
קצרין,עבירות נגד אדם,300,2024,4,7876,0.05%,צפון
קצרין,עבירות נגד גוף,400,2024,73,7876,0.93%,צפון
קצרין,עבירות מין,500,2024,7,7876,0.09%,צפון
קצרין,עבירות כלפי המוסר,600,2024,101,7876,1.28%,צפון
קצרין,עבירות כלפי הרכוש,700,2024,92,7876,1.17%,צפון
קצרין,עבירות מרמה,800,2024,36,7876,0.46%,צפון
קצרין,עבירות כלכליות,900,2024,9,7876,0.11%,צפון
קצרין,סעיפי הגדרה,1300,2024,1,7876,0.01%,צפון
קצרין,עבירות תנועה,10000,2024,38,7876,0.48%,צפון
קצרין,כל העבירות,-2,2024,533,7876,6.77%,צפון
קרית אונו,עבירות בטחון,100,2024,10,43241,0.02%,תל אביב
קרית אונו,עבירות סדר ציבורי,200,2024,419,43241,0.97%,תל אביב
קרית אונו,עבירות נגד אדם,300,2024,4,43241,0.01%,תל אביב
קרית אונו,עבירות נגד גוף,400,2024,153,43241,0.35%,תל אביב
קרית אונו,עבירות מין,500,2024,24,43241,0.06%,תל אביב
קרית אונו,עבירות כלפי המוסר,600,2024,34,43241,0.08%,תל אביב
קרית אונו,עבירות כלפי הרכוש,700,2024,586,43241,1.36%,תל אביב
קרית אונו,עבירות מרמה,800,2024,86,43241,0.20%,תל אביב
קרית אונו,עבירות כלכליות,900,2024,26,43241,0.06%,תל אביב
קרית אונו,עבירות רשוי,1100,2024,2,43241,0.00%,תל אביב
קרית אונו,סעיפי הגדרה,1300,2024,4,43241,0.01%,תל אביב
קרית אונו,עבירות תנועה,10000,2024,29,43241,0.07%,תל אביב
קרית אונו,כל העבירות,-2,2024,1377,43241,3.18%,תל אביב
קרית ארבע,עבירות בטחון,100,2024,11,7490,0.15%,ירושלים
קרית ארבע,עבירות סדר ציבורי,200,2024,92,7490,1.23%,ירושלים
קרית ארבע,עבירות נגד גוף,400,2024,53,7490,0.71%,ירושלים
קרית ארבע,עבירות מין,500,2024,9,7490,0.12%,ירושלים
קרית ארבע,עבירות כלפי המוסר,600,2024,11,7490,0.15%,ירושלים
קרית ארבע,עבירות כלפי הרכוש,700,2024,94,7490,1.26%,ירושלים
קרית ארבע,עבירות מרמה,800,2024,15,7490,0.20%,ירושלים
קרית ארבע,עבירות כלכליות,900,2024,7,7490,0.09%,ירושלים
קרית ארבע,עבירות רשוי,1100,2024,1,7490,0.01%,ירושלים
קרית ארבע,סעיפי הגדרה,1300,2024,1,7490,0.01%,ירושלים
קרית ארבע,עבירות תנועה,10000,2024,2,7490,0.03%,ירושלים
קרית ארבע,כל העבירות,-2,2024,296,7490,3.95%,ירושלים
קרית אתא,עבירות בטחון,100,2024,7,61142,0.01%,חיפה
קרית אתא,עבירות סדר ציבורי,200,2024,858,61142,1.40%,חיפה
קרית אתא,עבירות נגד אדם,300,2024,6,61142,0.01%,חיפה
קרית אתא,עבירות נגד גוף,400,2024,416,61142,0.68%,חיפה
קרית אתא,עבירות מין,500,2024,36,61142,0.06%,חיפה
קרית אתא,עבירות כלפי המוסר,600,2024,129,61142,0.21%,חיפה
קרית אתא,עבירות כלפי הרכוש,700,2024,799,61142,1.31%,חיפה
קרית אתא,עבירות מרמה,800,2024,108,61142,0.18%,חיפה
קרית אתא,עבירות כלכליות,900,2024,45,61142,0.07%,חיפה
קרית אתא,עבירות רשוי,1100,2024,3,61142,0.00%,חיפה
קרית אתא,עבירות תנועה,10000,2024,2,61142,0.00%,חיפה
קרית אתא,כל העבירות,-2,2024,2409,61142,3.94%,חיפה
קרית ביאליק,עבירות בטחון,100,2024,6,44620,0.01%,חיפה
קרית ביאליק,עבירות סדר ציבורי,200,2024,456,44620,1.02%,חיפה
קרית ביאליק,עבירות נגד אדם,300,2024,1,44620,0.00%,חיפה
קרית ביאליק,עבירות נגד גוף,400,2024,277,44620,0.62%,חיפה
